episode,reward,ep_block_prob,ep_accepted_requests,avg_endpoint_latency,avg_topology_latency,avg_cost,avg_cpu_endpoint_selected,ep_intra_zone_percentage,ep_inter_zone_percentage,gini,executionTime

